語言,檔案路徑,問題類型,可疑內容
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\trading-fee.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\travel-insurance-calc.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\trip-fuel.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\tuition-cost.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\tuition-cost.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\tuition-cost.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\umbrella-insurance.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\umbrella-insurance.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\umbrella-insurance.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\valuation-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\valuation-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\vat-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\water-bill.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\water-bill.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\water-bill.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\water-bill.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\withdrawal-rate.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\working-capital.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\working-capital.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\youtube-revenue.html,input-prefix貨幣符號可能不符語言,R$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\annual-leave.html,後綴疑似未翻譯(純英文字母),KRW
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\appliance-energy.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\average-down.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\average-down.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\average-down.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\baby-growth.html,後綴疑似未翻譯(純英文字母),kg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\baby-growth.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\baby-growth.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\battery-calculator.html,後綴疑似未翻譯(純英文字母),mAh
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\battery-calculator.html,後綴疑似未翻譯(純英文字母),mA
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\blood-pressure-chart.html,後綴疑似未翻譯(純英文字母),mmHg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\blood-pressure-chart.html,後綴疑似未翻譯(純英文字母),mmHg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bmi-calculator.html,後綴疑似未翻譯(純英文字母),kg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bmi-calculator.html,後綴疑似未翻譯(純英文字母),m
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bmr-calculator.html,後綴疑似未翻譯(純英文字母),kg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bmr-calculator.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bolt-torque.html,後綴疑似未翻譯(純英文字母),mm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bolt-torque.html,後綴疑似未翻譯(純英文字母),N
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bonus-tax.html,input-prefix貨幣符號可能不符語言,£
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bread-hydration.html,後綴疑似未翻譯(純英文字母),g
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\bread-hydration.html,後綴疑似未翻譯(純英文字母),g
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\business-exit-value.html,後綴疑似未翻譯(純英文字母),x
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\caffeine-calculator.html,後綴疑似未翻譯(純英文字母),mg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\caffeine-calculator.html,後綴疑似未翻譯(純英文字母),mg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\caffeine-calculator.html,後綴疑似未翻譯(純英文字母),mg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\caffeine-calculator.html,後綴疑似未翻譯(純英文字母),mg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\caffeine-calculator.html,後綴疑似未翻譯(純英文字母),mg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cagr.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cagr.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\calorie-calculator.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\calorie-calculator.html,後綴疑似未翻譯(純英文字母),kg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\calorie-density.html,後綴疑似未翻譯(純英文字母),kcal
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\calorie-density.html,後綴疑似未翻譯(純英文字母),g
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cap-rate.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cap-rate.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\capital-gains-tax.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\capital-gains-tax.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\capital-gains-tax.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\car-lease-vs-buy.html,後綴疑似未翻譯(純英文字母),MPG
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\carbon-footprint.html,後綴疑似未翻譯(純英文字母),kWh
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\carbon-footprint.html,後綴疑似未翻譯(純英文字母),kWh
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cash-on-cash.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cash-on-cash.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cbm-calculator.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cbm-calculator.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cbm-calculator.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\coast-fire-calc.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\coffee-ratio.html,input-prefix貨幣符號可能不符語言,1:
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\commute-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\commute-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\commute-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\commute-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\commute-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\commute-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\commute-cost.html,後綴疑似未翻譯(純英文字母),MPG
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\container-load.html,後綴疑似未翻譯(純英文字母),units
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\container-load.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\container-load.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\container-load.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\container-load.html,後綴疑似未翻譯(純英文字母),kg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\container-load.html,後綴疑似未翻譯(純英文字母),pieces
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\cooking-weight-volume.html,後綴疑似未翻譯(純英文字母),g
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\credit-card-payoff.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\credit-card-payoff.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\customs-duty.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\customs-duty.html,後綴疑似未翻譯(純英文字母),USD
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dca-calculator.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\denier-calculator.html,後綴疑似未翻譯(純英文字母),g
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\denier-calculator.html,後綴疑似未翻譯(純英文字母),m
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dimensional-weight.html,後綴疑似未翻譯(純英文字母),kg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dimensional-weight.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dividend-yield.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dividend-yield.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\down-payment.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dropship-margin.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dropship-margin.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dropship-margin.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\dropship-margin.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\drywall-calculator.html,後綴疑似未翻譯(純英文字母),ft
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\drywall-calculator.html,後綴疑似未翻譯(純英文字母),ft
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\drywall-calculator.html,後綴疑似未翻譯(純英文字母),ft
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\drywall-calculator.html,後綴疑似未翻譯(純英文字母),ft
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ebitda-valuation.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\electricity-cost.html,後綴疑似未翻譯(純英文字母),kWh
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\engine-horsepower.html,後綴疑似未翻譯(純英文字母),HP
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\engine-horsepower.html,後綴疑似未翻譯(純英文字母),kW
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\engine-horsepower.html,後綴疑似未翻譯(純英文字母),PS
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-charging-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-range.html,後綴疑似未翻譯(純英文字母),kWh
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\ev-vs-gas.html,後綴疑似未翻譯(純英文字母),mpg
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\fabric-shrinkage.html,後綴疑似未翻譯(純英文字母),cm
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\fibonacci-retracement.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\fibonacci-retracement.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\forex-profit.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\fsa-savings-calc.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\fuel-cost.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\fuel-cost.html,後綴疑似未翻譯(純英文字母),MPG
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\fuel-efficiency.html,後綴疑似未翻譯(純英文字母),MPG
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\gas-bill.html,後綴疑似未翻譯(純英文字母),kWh
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\gdpr-fine.html,input-prefix貨幣符號可能不符語言,€
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\generator-size.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\generator-size.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\health-insurance-estimate.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\health-insurance-estimate.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-energy-audit.html,後綴疑似未翻譯(純英文字母),W
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-mortgage.html,input-prefix貨幣符號可能不符語言,$
ko,D:\xian-shang-you-wei\backend\frontend\tools\ko\home-mortgage.html,input-prefix貨幣符號可能不符語言,$
